0,2,4
6140,5,13
6141,1,16
6142,15,20
6143,13,10
6144,20,15
6145,16,13
6146,13,21
6147,14,7
6148,17,6
6149,21,6
6150,17,1
6151,5,15
6152,16,12
6153,8,17
6154,20,6
6155,16,13
6156,16,7
6157,4,20
6158,16,21
6159,13,5
6160,1,2
6161,20,4
6162,6,5
6163,6,12
6164,9,4
6165,11,15
6166,12,20
6167,12,5
6168,6,4
6169,6,8
6170,13,1
6171,12,11
6172,10,11
6173,4,18
6174,6,15
6175,18,16
6176,16,17
6177,17,3
6178,12,10
6179,3,12
6180,5,8
6181,12,16
6182,9,20
6183,2,15
6184,5,20
6185,6,17
6186,12,8
6187,16,6
6188,13,6
6189,12,8
6190,11,17
6191,4,20
6192,16,4
6193,16,11
6194,5,17
6195,16,12
6196,12,4
6197,20,17
6198,12,16
6199,8,5
6200,6,20
6201,15,16
6202,6,16
6203,1,17
6204,16,20
6205,3,17
6206,12,1
6207,6,12
6208,6,13
6209,11,3
6210,16,17
6211,13,12
6212,5,18
6213,13,10
6214,16,18
6215,17,16
6216,1,20
6217,16,17
6218,18,12
6219,13,4
6220,5,6
6221,5,11
6222,5,8
6223,16,8
6224,12,15
6225,21,5
6226,20,18
6227,20,6
6228,4,3
6229,17,12
6230,20,17
6231,6,13
6232,12,15
6233,12,20
6234,6,15
6235,16,20
6236,4,12
6237,15,0
6238,5,20
6239,4,7
6240,19,12
6241,16,12
6242,20,17
6243,12,20
6244,13,3
6245,1,12
6246,12,17
6247,16,2
6248,7,6
6249,11,3
6250,17,3
6251,6,16
6252,18,12
6253,6,16
6254,16,20
6255,12,17
6256,2,15
6257,17,9
6258,1,15
6259,13,5
6260,20,13
6261,11,10
6262,4,5
6263,2,16
6264,11,12
6265,17,4
6266,2,20
6267,4,15
6268,12,15
6269,21,4
6270,15,5
6271,20,11
6272,12,3
6273,12,5
6274,5,1
6275,6,17
6276,5,18
6277,2,9
6278,8,13
6279,6,18
6280,8,1
6281,16,11
6282,12,16
6283,16,4
6284,18,10
6285,16,2
6286,20,18
6287,5,16
6288,6,5
6289,16,4
6290,20,2
6291,14,5
6292,13,12
6293,2,15
6294,16,15
6295,12,20
6296,16,20
6297,12,4
6298,5,1
6299,20,16
6300,4,15
6301,20,5
6302,12,13
6303,20,8
6304,12,16
6305,12,6
6306,1,13
6307,8,15
6308,12,16
6309,17,20
6310,16,2
6311,11,5
6312,15,17
6313,3,20
6314,7,20
6315,5,12
6316,1,15
6317,12,5
6318,5,2
6319,11,1
6320,6,12
6321,4,16
6322,3,13
6323,16,5
6324,5,6
6325,18,2
6326,5,6
6327,20,16
6328,5,12
6329,12,10
6330,5,6
6331,18,12
6332,13,15
6333,13,17
6334,6,11
6335,20,15
6336,13,20
6337,13,12
6338,6,7
6339,3,5
6340,5,17
6341,6,4
6342,10,8
6343,15,17
6344,12,15
6345,11,9
6346,18,16
6347,1,16
6348,9,18
6349,8,11
6350,11,5
6351,8,5
6352,17,15
6353,15,7
6354,11,7
6355,11,16
6356,5,16
6357,13,15
6358,11,5
6359,1,5
6360,16,11
6361,6,17
6362,1,5
6363,20,6
6364,16,6
6365,1,6
6366,4,1
6367,1,15
6368,15,6
6369,12,20
6370,4,11
6371,16,17
6372,6,7
6373,1,16
6374,12,5
6375,16,6
6376,1,17
6377,6,12
6378,16,12
6379,17,16
6380,10,15
6381,6,12
6382,8,5
6383,15,13
6384,5,4
6385,20,21
6386,20,4
6387,2,4
6388,17,5
6389,16,7
6390,4,15
6391,16,18
6392,8,15
6393,15,10
6394,21,10
6395,16,18
6396,1,12
6397,6,17
6398,7,21
6399,17,6
6400,16,11
6401,20,21
6402,13,5
6403,13,17
6404,16,12
6405,13,4
6406,6,5
6407,5,12
6408,13,15
6409,12,5
6410,1,4
6411,20,16
6412,5,3
6413,13,6
6414,16,7
6415,12,11
6416,18,5
6417,20,4
6418,12,3
6419,13,6
6420,16,20
6421,16,6
6422,1,8
6423,5,12
6424,13,5
6425,12,4
6426,15,17
6427,17,4
6428,8,6
6429,9,11
6430,3,5
6431,6,9
6432,17,12
6433,2,6
6434,4,2
6435,20,15
6436,20,5
6437,6,5
6438,7,6
6439,1,20
6440,4,6
6441,6,14
6442,16,12
6443,7,8
6444,2,12
6445,4,17
6446,16,6
6447,6,3
6448,13,10
6449,16,5
6450,4,20
6451,17,5
6452,6,5
6453,4,14
6454,17,11
6455,15,20
6456,10,4
6457,2,12
6458,5,16
6459,21,20
6460,20,5
6461,17,13
6462,11,20
6463,20,15
6464,4,20
6465,8,16
6466,7,12
6467,5,2
6468,11,7
6469,10,13
6470,11,7
6471,15,13
6472,4,3
6473,5,20
6474,1,12
6475,4,17
6476,4,9
6477,16,18
6478,6,4
6479,11,5
6480,6,15
6481,13,12
6482,21,16
6483,20,16
6484,10,5
6485,4,17
6486,1,16
6487,18,16
6488,12,11
6489,6,18
6490,15,13
6491,15,6
6492,19,5
6493,18,4
6494,3,20
6495,1,16
6496,13,18
6497,16,17
6498,12,17
6499,5,16
6500,6,21
6501,10,20
6502,12,16
6503,17,4
6504,16,4
6505,2,10
6506,12,17
6507,13,16
6508,5,20
6509,6,12
6510,21,15
6511,1,16
6512,8,17
6513,16,15
6514,16,17
6515,13,20
6516,4,6
6517,16,5
6518,12,13
6519,13,4
6520,5,18
6521,16,10
6522,12,4
6523,16,15
6524,17,12
6525,4,9
6526,12,6
6527,12,5
6528,9,13
6529,15,17
6530,12,17
6531,6,4
6532,10,5
6533,13,18
6534,16,12
6535,5,21
6536,12,20
6537,18,2
6538,21,16
6539,9,4
6540,11,12
6541,17,12
6542,5,8
6543,16,7
6544,11,17
6545,9,15
6546,16,12
6547,1,12
6548,1,5
6549,15,20
6550,0,9
6551,12,20
6552,16,12
6553,16,6
6554,12,15
6555,10,17
6556,16,18
6557,12,20
6558,6,12
6559,16,17
6560,7,15
6561,12,5
6562,20,17
6563,9,5
6564,5,14
6565,17,6
6566,6,10
6567,12,13
6568,9,12
6569,9,16
6570,1,13
6571,18,4
6572,13,12
6573,11,16
6574,12,7
6575,17,12
6576,16,5
6577,6,16
6578,4,12
6579,6,5
6580,5,15
6581,20,18
6582,15,13
6583,5,4
6584,6,12
6585,5,6
6586,5,3
6587,17,12
6588,14,16
6589,3,6
6590,20,12
6591,15,12
6592,18,6
6593,13,6
6594,16,20
6595,9,13
6596,10,20
6597,10,16
6598,13,20
6599,12,20
6600,2,6
6601,16,4
6602,20,13
6603,16,6
6604,16,12
6605,5,12
6606,8,6
6607,2,6
6608,16,15
6609,21,12
6610,8,20
6611,12,16
6612,12,5
6613,18,14
6614,21,6
6615,20,12
6616,6,15
6617,11,2
6618,16,10
6619,17,20
6620,16,10
6621,16,10
6622,20,11
6623,2,6
6624,20,17
6625,20,15
6626,20,16
6627,4,9
6628,17,18
6629,6,17
6630,20,6
6631,16,18
6632,21,12
6633,7,15
6634,5,11
6635,8,16
6636,15,16
6637,5,20
6638,17,1
6639,6,15
6640,20,12
6641,17,20
6642,6,4
6643,5,12
6644,16,21
6645,16,4
6646,16,13
6647,16,6
6648,6,16
6649,13,5
6650,20,11
6651,16,9
6652,12,5
6653,20,8
6654,5,20
6655,1,15
6656,11,12
6657,12,5
6658,10,16
6659,1,5
6660,1,5
6661,6,10
6662,4,20
6663,11,16
6664,16,17
6665,2,18
6666,13,17
6667,16,17
6668,21,5
6669,20,6
6670,4,5
6671,20,10
6672,4,2
6673,6,15
6674,16,20
6675,7,16
6676,20,17
6677,2,7
6678,17,12
6679,8,5
6680,5,4
6681,6,20
6682,15,5
6683,3,5
6684,12,6
6685,1,6
6686,5,16
6687,15,16
6688,13,16
6689,5,7
6690,11,15
6691,11,17
6692,4,6
6693,6,12
6694,16,1
6695,7,16
6696,16,1
6697,2,3
6698,6,16
6699,11,13
6700,6,15
6701,15,17
6702,17,16
6703,21,12
6704,6,17
6705,11,16
6706,4,12
6707,3,8
6708,21,13
6709,20,15
6710,20,4
6711,10,5
6712,11,2
6713,3,6
6714,11,3
6715,16,15
6716,4,16
6717,5,20
6718,20,11
6719,6,12
6720,12,7
6721,9,16
6722,4,12
6723,12,6
6724,13,4
6725,20,12
6726,17,5
6727,17,20
6728,6,12
6729,15,10
6730,3,12
6731,12,17
6732,11,17
6733,16,12
6734,20,5
6735,16,5
6736,20,5
6737,6,2
6738,10,5
6739,15,16
6740,5,20
6741,17,16
6742,12,5
6743,6,12
6744,17,5
6745,16,13
6746,1,15
6747,15,17
6748,20,0
6749,15,5
6750,2,8
6751,8,13
6752,5,16
6753,16,15
6754,15,7
6755,5,6
6756,6,2
6757,5,11
6758,16,13
6759,3,5
6760,14,12
6761,20,1
6762,5,8
6763,16,12
6764,17,5
6765,17,20
6766,17,5
6767,17,5
6768,5,12
6769,6,5
6770,13,12
6771,17,6
6772,13,7
6773,15,20
6774,16,6
6775,8,4
6776,20,18
6777,16,17
6778,5,9
6779,5,4
6780,20,21
6781,6,8
6782,13,20
6783,20,17
6784,17,6
6785,6,4
6786,1,20
6787,5,16
6788,1,16
6789,6,20
6790,13,11
6791,17,1
6792,6,8
6793,13,20
6794,7,20
6795,6,17
6796,1,16
6797,1,5
6798,11,4
6799,8,6
6800,5,20
6801,6,8
6802,13,20
6803,13,3
6804,16,4
6805,11,5
6806,13,16
6807,17,19
6808,7,20
6809,6,16
6810,20,5
6811,21,15
6812,1,4
6813,20,15
6814,6,13
6815,4,10
6816,20,6
6817,12,11
6818,13,18
6819,6,9
6820,5,16
6821,7,5
6822,20,17
6823,6,17
6824,18,4
6825,17,6
6826,13,8
6827,0,15
6828,12,20
6829,0,4
6830,20,14
6831,11,4
6832,16,7
6833,6,17
6834,12,14
6835,5,6
6836,7,4
6837,10,20
6838,12,13
6839,15,4
6840,11,17
6841,6,1
6842,4,6
6843,4,8
6844,5,4
6845,14,17
6846,6,4
6847,21,20
6848,15,18
6849,16,11
6850,20,13
6851,3,10
6852,16,20
6853,12,20
6854,16,20
6855,6,5
6856,4,5
6857,10,16
6858,16,14
6859,5,20
6860,12,4
6861,8,13
6862,16,6
6863,4,16
6864,18,6
6865,12,4
6866,13,12
6867,3,18
6868,5,12
6869,11,7
6870,16,6
6871,12,11
6872,5,20
6873,6,1
6874,17,9
6875,17,18
6876,12,4
6877,17,5
6878,0,6
6879,5,2
6880,17,15
6881,13,17
6882,13,18
6883,17,20
6884,15,18
6885,20,6
6886,16,17
6887,5,9
6888,7,12
6889,20,5
6890,9,10
6891,21,20
6892,4,20
6893,5,4
6894,15,2
6895,15,2
6896,16,17
6897,2,6
6898,17,13
6899,4,18
6900,12,20
6901,20,6
6902,6,13
6903,20,18
6904,20,6
6905,18,3
6906,20,6
6907,5,2
6908,2,5
6909,17,2
6910,16,12
6911,20,12
6912,11,13
6913,5,16
6914,12,17
6915,12,5
6916,17,11
6917,16,20
6918,16,20
6919,14,5
6920,13,21
6921,12,16
6922,5,21
6923,5,21
6924,12,4
6925,16,18
6926,12,1
6927,14,13
6928,21,15
6929,13,12
6930,4,16
6931,17,2
6932,2,12
6933,13,20
6934,12,6
6935,2,1
6936,15,5
6937,17,5
6938,12,5
6939,4,20
6940,20,16
6941,20,6
6942,6,11
6943,13,15
6944,5,11
6945,18,0
6946,3,2
6947,1,7
6948,13,20
6949,13,9
6950,16,13
6951,14,6
6952,2,12
6953,5,18
6954,12,20
6955,4,20
6956,16,4
6957,6,11
6958,18,5
6959,18,15
6960,17,11
6961,20,17
6962,13,20
6963,16,5
6964,20,6
6965,6,16
6966,2,17
6967,10,20
6968,7,13
6969,18,17
6970,2,16
6971,6,17
6972,1,15
6973,13,20
6974,13,15
6975,15,18
6976,5,17
6977,6,3
6978,18,2
6979,6,20
6980,16,6
6981,15,4
6982,6,7
6983,13,6
6984,17,15
6985,5,16
6986,12,16
6987,5,17
6988,16,12
6989,17,16
6990,12,5
6991,5,10
6992,12,4
6993,16,4
6994,12,5
6995,0,20
6996,15,4
6997,4,8
6998,7,5
6999,4,5
7000,5,12
7001,1,20
7002,12,10
7003,16,15
7004,21,15
7005,6,2
7006,20,5
7007,4,12
7008,18,6
7009,12,17
7010,12,5
7011,15,2
7012,12,17
7013,12,16
7014,17,13
7015,18,13
7016,16,7
7017,16,18
7018,13,12
7019,5,17
7020,6,4
7021,1,13
7022,20,7
7023,11,20
7024,4,6
7025,16,8
7026,6,17
7027,1,6
7028,4,16
7029,13,12
7030,20,5
7031,8,21
7032,5,17
7033,18,20
7034,16,12
7035,1,15
7036,15,8
7037,11,7
7038,8,2
7039,16,20
7040,17,16
7041,5,13
7042,16,3
7043,6,17
7044,5,10
7045,7,11
7046,5,12
7047,15,16
7048,17,5
7049,11,12
7050,17,5
7051,20,16
7052,11,6
7053,17,5
7054,21,17
7055,16,13
7056,14,5
7057,3,6
7058,6,17
7059,17,6
7060,16,8
7061,12,2
7062,15,10
7063,16,18
7064,2,16
7065,10,2
7066,20,12
7067,2,12
7068,5,6
7069,4,16
7070,13,16
7071,5,6
7072,16,6
7073,16,12
7074,12,6
7075,2,16
7076,13,17
7077,4,12
7078,1,13
7079,8,2
7080,4,6
7081,4,16
7082,3,12
7083,9,4
7084,17,5
7085,10,11
7086,7,4
7087,6,16
7088,6,17
7089,15,4
7090,0,15
7091,5,16
7092,5,7
7093,1,17
7094,16,20
7095,13,9
7096,18,12
7097,4,12
7098,12,21
7099,1,12
7100,4,5
7101,11,20
7102,2,5
7103,5,15
7104,12,20
7105,18,6
7106,17,15
7107,16,15
7108,17,1
7109,12,5
7110,11,10
7111,12,20
7112,3,5
7113,17,12
7114,5,17
7115,8,10
7116,12,13
7117,5,21
7118,4,12
7119,20,16
7120,20,13
7121,5,12
7122,17,20
7123,5,20
7124,12,8
7125,13,1
7126,5,17
7127,15,3
7128,4,6
7129,6,16
7130,1,17
7131,5,20
7132,13,1
7133,6,5
7134,11,6
7135,18,16
7136,21,5
7137,17,20
7138,20,6
7139,6,4
7140,1,6
7141,17,6
7142,16,6
7143,17,20
7144,13,20
7145,16,11
7146,7,21
7147,15,12
7148,13,6
7149,9,12
7150,20,11
7151,20,16
7152,16,12
7153,16,4
7154,11,1
7155,8,15
7156,11,15
7157,14,20
7158,0,6
7159,17,6
7160,12,16
7161,6,3
7162,19,3
7163,2,11
7164,11,2
7165,17,18
7166,2,20
7167,17,12
7168,15,17
7169,16,7
7170,6,11
7171,6,20
7172,13,6
7173,11,17
7174,20,15
7175,5,16
7176,5,12
7177,5,15
7178,11,8
7179,7,1
7180,13,16
7181,16,2
7182,6,13
7183,15,2
7184,4,2
7185,15,3
7186,5,6
7187,10,16
7188,12,16
7189,7,9
7190,1,7
7191,5,8
7192,13,6
7193,10,11
7194,5,4
7195,12,6
7196,4,21
7197,12,16
7198,12,5
7199,17,2
7200,2,16
7201,6,16
7202,16,6
7203,16,5
7204,12,2
7205,6,9
7206,16,20
7207,17,16
7208,13,14
7209,2,10
7210,3,5
7211,12,17
7212,16,17
7213,16,5
7214,12,13
7215,3,1
7216,5,16
7217,5,16
7218,16,20
7219,6,1
7220,7,5
7221,5,4
7222,5,20
7223,13,17
7224,21,6
7225,13,12
7226,5,13
7227,1,12
7228,5,16
7229,3,1
7230,15,11
7231,2,16
7232,16,13
7233,4,6
7234,13,5
7235,16,5
7236,4,15
7237,13,6
7238,11,13
7239,20,13
7240,20,8
7241,4,20
7242,3,5
7243,1,12
7244,13,2
7245,17,13
7246,13,10
7247,12,18
7248,13,12
7249,13,9
7250,6,12
7251,16,3
7252,20,5
7253,20,6
7254,3,5
7255,5,4
7256,14,8
7257,18,6
7258,11,1
7259,13,8
7260,1,11
7261,2,8
7262,2,15
7263,12,20
7264,17,11
7265,18,12
7266,17,13
7267,5,15
7268,13,11
7269,1,13
7270,14,4
7271,12,21
7272,17,15
7273,7,6
7274,17,20
7275,12,7
7276,4,17
7277,12,5
7278,21,15
7279,12,13
7280,5,4
7281,15,5
7282,11,20
7283,5,14
7284,16,6
7285,16,7
7286,17,8
7287,14,17
7288,6,11
7289,3,4
7290,6,1
7291,12,4
7292,1,10
7293,20,12
7294,16,13
7295,16,17
7296,5,6
7297,11,17
7298,4,7
7299,13,5
7300,16,11
7301,17,8
7302,12,6
7303,4,16
7304,17,5
7305,12,0
7306,12,5
7307,5,20
7308,1,17
7309,8,13
7310,17,5
7311,2,16
7312,6,5
7313,5,17
7314,1,20
7315,3,5
7316,16,11
7317,4,17
7318,4,12
7319,5,11
7320,12,18
7321,20,6
7322,4,20
7323,13,5
7324,12,18
7325,6,13
7326,13,7
7327,12,6
7328,6,1
7329,1,17
7330,2,20
7331,17,5
7332,13,8
7333,12,6
7334,6,16
7335,16,12
7336,5,4
7337,12,17
7338,5,16
7339,20,15
7340,20,2
7341,9,13
7342,6,16
7343,7,12
7344,20,5
7345,11,16
7346,16,13
7347,4,5
7348,13,12
7349,6,19
7350,12,18
7351,5,16
7352,18,6
7353,16,12
7354,15,16
7355,17,3
7356,16,4
7357,5,16
7358,6,5
7359,11,15
7360,6,13
7361,12,17
7362,2,20
7363,18,20
7364,16,13
7365,7,6
7366,20,12
7367,20,12
7368,5,20
7369,16,20
7370,12,17
7371,6,20
7372,21,6
7373,12,20
7374,1,18
7375,5,6
7376,2,10
7377,20,13
7378,5,6
7379,14,13
7380,20,17
7381,15,16
7382,12,5
7383,16,8
7384,6,12
7385,13,20
7386,5,17
7387,6,5
7388,5,18
7389,16,15
7390,13,12
7391,2,18
7392,0,19
7393,2,17
7394,3,5
7395,6,2
7396,3,4
7397,15,2
7398,7,18
7399,20,15
7400,13,7
7401,5,10
7402,1,15
7403,20,12
7404,18,8
7405,3,0
7406,1,16
7407,16,6
7408,12,2
7409,20,18
7410,5,1
7411,9,6
7412,6,12
7413,16,20
7414,13,6
7415,16,12
7416,21,13
7417,4,2
7418,6,4
7419,13,6
7420,17,5
7421,7,17
7422,0,6
7423,7,13
7424,4,12
7425,5,16
7426,6,16
7427,5,16
7428,6,20
7429,6,15
7430,20,12
7431,12,16
7432,5,13
7433,4,5
7434,13,20
7435,5,1
7436,4,20
7437,6,1
7438,12,1
7439,17,18
7440,17,18
7441,2,18
7442,20,16
7443,6,16
7444,17,5
7445,4,15
7446,9,4
7447,13,20
7448,20,12
7449,12,5
7450,5,6
7451,8,12
7452,6,20
7453,4,11
7454,13,3
7455,21,5
7456,20,13
7457,9,5
7458,17,15
7459,9,6
7460,11,12
7461,13,4
7462,16,21
7463,11,20
7464,18,20
7465,12,17
7466,11,4
7467,2,1
7468,12,6
7469,20,15
7470,14,12
7471,11,15
7472,5,16
7473,13,17
7474,13,0
7475,13,20
7476,15,8
7477,16,5
7478,16,6
7479,8,19
7480,12,6
7481,11,17
7482,4,6
7483,20,7
7484,17,20
7485,20,3
7486,10,16
7487,5,15
7488,10,12
7489,4,20
7490,6,13
7491,12,20
7492,17,9
7493,6,4
7494,5,21
7495,17,6
7496,5,12
7497,15,16
7498,20,11
7499,6,20
7500,18,4
7501,16,5
7502,5,17
7503,16,20
7504,11,13
7505,2,3
7506,8,16
7507,15,5
7508,12,17
7509,16,17
7510,1,4
7511,12,6
7512,14,12
7513,4,1
7514,15,10
7515,6,16
7516,12,16
7517,6,2
7518,15,6
7519,15,12
7520,3,12
7521,5,19
7522,15,2
7523,8,13
7524,17,5
7525,7,6
7526,16,5
7527,18,2
7528,15,20
7529,20,13
7530,12,17
7531,2,10
7532,4,6
7533,2,17
7534,3,20
7535,18,4
7536,3,6
7537,10,16
7538,12,6
7539,17,20
7540,3,20
7541,20,2
7542,12,15
7543,5,12
7544,12,21
7545,5,2
7546,16,20
7547,5,20
7548,7,13
7549,1,12
7550,17,16
7551,6,16
7552,4,9
7553,16,12
7554,5,11
7555,15,17
7556,4,13
7557,6,20
7558,17,19
7559,17,20
7560,13,4
7561,12,6
7562,6,16
7563,8,12
7564,11,10
7565,11,13
7566,16,17
7567,20,5
7568,5,17
7569,11,2
7570,6,8
7571,6,1
7572,7,2
7573,2,16
7574,4,5
7575,12,13
7576,12,2
7577,6,15
7578,3,10
7579,20,9
7580,19,5
7581,16,20
7582,5,18
7583,18,11
7584,17,6
7585,12,6
7586,16,2
7587,18,12
7588,1,14
7589,4,17
7590,4,15
7591,20,12
7592,20,4
7593,8,15
7594,5,7
7595,5,6
7596,17,5
7597,6,21
7598,8,6
7599,10,4
7600,13,14
7601,18,6
7602,10,12
7603,13,16
7604,20,17
7605,13,5
7606,12,15
7607,10,12
7608,17,12
7609,16,15
7610,12,16
7611,20,18
7612,20,16
7613,5,4
7614,6,5
7615,6,17
7616,20,13
7617,17,13
7618,21,6
7619,20,17
7620,13,15
7621,13,17
7622,6,4
7623,9,15
7624,2,19
7625,15,12
7626,5,16
7627,6,15
7628,6,8
7629,18,17
7630,15,2
7631,18,5
7632,20,17
7633,21,3
7634,5,15
7635,18,17
7636,5,7
7637,4,14
7638,5,11
7639,17,5
7640,15,2
7641,17,13
7642,20,8
7643,15,16
7644,18,10
7645,9,17
7646,5,10
7647,17,2
7648,5,2
7649,18,5
7650,15,4
7651,5,16
7652,16,5
7653,13,0
7654,6,20
7655,17,20
7656,4,12
7657,12,15
7658,20,16
7659,16,1
7660,5,6
7661,13,7
7662,5,6
7663,8,18
7664,17,16
7665,1,10
7666,7,5
7667,17,8
7668,16,20
7669,13,1
7670,8,15
7671,12,6
7672,17,15
7673,15,12
7674,16,20
7675,5,4
7676,17,6
7677,15,11
7678,18,7
7679,4,6
7680,13,12
7681,1,3
7682,8,6
7683,5,3
7684,20,12
7685,12,20
7686,11,15
7687,16,13
7688,6,13
7689,20,13
7690,11,4
7691,17,4
7692,2,11
7693,6,20
7694,5,4
7695,16,13
7696,18,6
7697,6,17
7698,12,13
7699,12,1
7700,12,3
7701,15,20
7702,16,4
7703,5,2
7704,20,11
7705,8,15
7706,20,5
7707,11,7
7708,8,13
7709,7,10
7710,17,15
7711,7,6
7712,6,9
7713,6,7
7714,20,13
7715,16,6
7716,6,11
7717,7,16
7718,0,20
7719,6,17
7720,12,17
7721,5,4
7722,16,5
7723,4,1
7724,12,4
7725,13,6
7726,12,15
7727,8,21
7728,15,6
7729,13,18
7730,5,18
7731,17,5
7732,15,7
7733,6,18
7734,15,6
7735,4,20
7736,5,17
7737,21,5
7738,16,4
7739,6,8
7740,15,11
7741,11,15
7742,1,16
7743,14,12
7744,6,4
7745,13,20
7746,10,4
7747,20,12
7748,17,12
7749,20,16
7750,13,1
7751,20,5
7752,15,18
7753,21,7
7754,17,15
7755,3,17
7756,18,7
7757,6,3
7758,19,15
7759,15,5
7760,17,3
7761,16,6
7762,10,5
7763,16,5
7764,6,16
7765,2,1
7766,20,16
7767,12,6
7768,12,15
7769,16,20
7770,10,16
7771,15,5
7772,5,1
7773,2,12
7774,12,5
7775,18,4
7776,19,9
7777,16,17
7778,16,20
7779,6,8
7780,5,6
7781,6,20
7782,12,17
7783,12,20
7784,16,5
7785,16,12
7786,6,4
7787,18,1
7788,4,12
7789,9,4
7790,5,13
7791,5,4
7792,18,4
7793,12,13
7794,5,17
7795,18,17
7796,20,11
7797,6,12
7798,4,2
7799,16,15
7800,16,5
7801,10,14
7802,12,1
7803,17,7
7804,1,20
7805,20,16
7806,6,16
7807,2,20
7808,4,2
7809,11,12
7810,20,11
7811,12,2
7812,7,10
7813,4,13
7814,12,2
7815,7,6
7816,17,1
7817,20,10
7818,13,5
7819,17,15
7820,2,16
7821,19,15
7822,1,18
7823,11,5
7824,16,7
7825,4,15
7826,16,10
7827,13,3
7828,13,11
7829,6,2
7830,5,9
7831,5,11
7832,17,5
7833,13,16
7834,17,11
7835,6,17
7836,16,20
7837,11,5
7838,16,15
7839,16,1
7840,20,17
7841,17,12
7842,16,4
7843,17,1
7844,17,3
7845,12,20
7846,17,12
7847,13,5
7848,6,16
7849,19,5
7850,2,16
7851,13,16
7852,13,18
7853,17,11
7854,6,16
7855,20,11
7856,16,17
7857,5,16
7858,13,16
7859,5,6
7860,6,8
7861,18,5
7862,6,16
7863,16,1
7864,12,4
7865,15,16
7866,17,5
7867,20,6
7868,6,4
7869,5,6
7870,16,13
7871,20,16
7872,16,1
7873,18,11
7874,20,12
7875,5,15
7876,2,4
7877,5,7
7878,17,13
7879,17,16
7880,4,13
7881,1,18
7882,8,1
7883,5,21
7884,6,10
7885,11,4
7886,4,17
7887,16,12
7888,4,6
7889,6,16
7890,17,16
7891,15,17
7892,6,16
7893,11,19
7894,16,13
7895,6,12
7896,21,14
7897,4,17
7898,5,17
7899,4,2
7900,17,6
7901,20,6
7902,18,2
7903,12,4
7904,13,11
7905,20,2
7906,8,15
7907,7,17
7908,16,5
7909,12,17
7910,16,8
7911,16,4
7912,16,18
7913,20,18
7914,5,16
7915,20,7
7916,11,15
7917,12,13
7918,3,13
7919,18,16
7920,8,2
7921,9,6
7922,4,16
7923,3,6
7924,7,16
7925,5,21
7926,12,11
7927,2,20
7928,11,18
7929,6,4
7930,5,1
7931,20,5
7932,12,16
7933,4,9
7934,20,13
7935,12,5
7936,2,20
7937,11,13
7938,12,18
7939,16,17
7940,20,5
7941,5,7
7942,12,5
7943,16,5
7944,16,9
7945,1,10
7946,16,20
7947,7,12
7948,4,8
7949,12,5
7950,16,17
7951,3,18
7952,16,20
7953,11,13
7954,4,10
7955,4,6
7956,13,20
7957,12,1
7958,1,12
7959,21,6
7960,17,12
7961,3,20
7962,1,17
7963,1,20
7964,1,13
7965,4,12
7966,7,3
7967,6,16
7968,16,12
7969,12,7
7970,13,6
7971,8,16
7972,20,18
7973,2,6
7974,11,5
7975,6,17
7976,20,15
7977,6,16
7978,16,20
7979,2,5
7980,18,4
7981,13,20
7982,16,5
7983,1,6
7984,10,1
7985,6,12
7986,6,5
7987,2,17
7988,13,4
7989,1,2
7990,2,6
7991,20,5
7992,9,5
7993,17,5
7994,6,16
7995,20,12
7996,4,16
7997,6,12
7998,1,5
7999,4,12
8000,20,13
8001,20,16
8002,1,7
8003,4,18
8004,5,16
8005,20,16
8006,13,15
8007,6,18
8008,5,16
8009,5,6
8010,11,9
8011,17,12
8012,17,18
8013,17,1
8014,5,6
8015,13,15
8016,2,15
8017,12,17
8018,2,12
8019,5,17
8020,5,12
8021,11,16
8022,10,21
8023,20,3
8024,6,12
8025,20,5
8026,17,15
8027,2,11
8028,20,2
8029,20,10
8030,6,17
8031,18,5
8032,16,8
8033,15,17
8034,11,10
8035,1,12
8036,0,9
8037,5,13
8038,6,13
8039,16,20
8040,10,12
8041,16,20
8042,16,15
8043,13,15
8044,4,17
8045,2,17
8046,20,13
8047,21,20
8048,12,17
8049,18,6
8050,20,17
8051,9,6
8052,14,12
8053,16,19
8054,11,6
8055,11,0
8056,4,16
8057,16,17
8058,16,12
8059,12,7
8060,16,4
8061,17,16
8062,6,19
8063,16,20
8064,1,17
8065,17,9
8066,13,2
8067,13,16
8068,12,5
8069,6,4
8070,21,2
8071,20,16
8072,10,17
8073,12,17
8074,5,12
8075,16,5
8076,13,6
8077,13,4
8078,16,20
8079,2,12
8080,6,13
8081,9,15
8082,6,11
8083,0,20
8084,16,4
8085,16,4
8086,4,10
8087,16,9
8088,16,13
8089,8,20
8090,4,6
8091,12,5
8092,10,12
8093,3,13
8094,20,12
8095,20,6
8096,21,17
8097,5,6
8098,4,2
8099,18,2
8100,20,18
8101,6,16
8102,2,16
8103,20,13
8104,5,6
8105,6,2
8106,4,17
8107,2,16
8108,0,5
8109,5,20
8110,11,12
8111,17,3
8112,15,10
8113,16,12
8114,5,20
8115,12,16
8116,16,18
8117,4,13
8118,2,16
8119,18,6
8120,11,4
8121,16,17
8122,16,17
8123,4,16
8124,6,5
8125,21,1
8126,5,1
8127,12,9
8128,6,9
8129,20,17
8130,11,5
8131,8,4
8132,11,20
8133,13,16
8134,21,2
8135,16,14
8136,20,13
8137,1,13
8138,15,16
